,국민,정부,경제,생각,문제,사회,발전,한국,사람,대통령,협력,지금,세계,나라,국가,평화,정책,말씀,정치,감사,역사,기업,노력,시장,참여,시대,관계,지역,기술,혁신,이제,축하,민주주의,성공,모두,문화,투자,오늘,성장,해결,중요,개혁,미래,존경,산업,추진,필요,동북아,수준,지방,언론,얘기,자리,지원,양국,각하,제도,번영,가장,전략,분야,대화,동안,이번,적극,교육,국회,자유,경쟁력,미국,국제,정상,기대,개발,가능,한반도,확대,대한민국,중심,권력,통합,다음,신뢰,시민,안정,회담,남북,과학,기회,변화,귀빈,균형,진심,책임,경쟁,지속,북한,도시,선거,사실,환경,합의,정보,일본,역할,기원,서로,위기,사업,원칙,최선,과제,강화,이상,과정,투명,계속,공동,물론,역량,올해,내외,결과,북핵,건강,공정,희망,상황,극복,마음,구조,평가,안보,전쟁,질서,가치,지도자,관리,중국,관심,이후,건설,스스로,성과,계획,개방,대학,타협,중소기업,교류,기여,인사,국정,회의,준비,시간,갈등,메시지,정말,복지,조금,민주,연구,서비스,방문
이상,34.0,30.0,35.0,29.0,27.0,19.0,10.0,16.0,22.0,26.0,6.0,8.0,24.0,11.0,24.0,5.0,16.0,10.0,16.0,0.0,9.0,18.0,7.0,16.0,21.0,10.0,7.0,11.0,0.0,8.0,4.0,0.0,6.0,4.0,3.0,2.0,22.0,1.0,21.0,10.0,4.0,8.0,6.0,6.0,4.0,7.0,4.0,6.0,18.0,12.0,2.0,6.0,4.0,5.0,6.0,3.0,7.0,2.0,0.0,7.0,2.0,2.0,9.0,3.0,4.0,4.0,8.0,3.0,4.0,7.0,4.0,4.0,16.0,7.0,5.0,6.0,16.0,4.0,1.0,12.0,5.0,5.0,1.0,1.0,3.0,6.0,9.0,0.0,4.0,1.0,0.0,6.0,0.0,3.0,4.0,8.0,4.0,3.0,5.0,4.0,5.0,8.0,4.0,4.0,3.0,0.0,0.0,3.0,8.0,6.0,1.0,13.0,4.0,0.0,2.0,5.0,3.0,1.0,0.0,3.0,13.0,1.0,7.0,1.0,0.0,3.0,1.0,3.0,1.0,0.0,6.0,7.0,1.0,6.0,3.0,7.0,0.0,2.0,3.0,1.0,3.0,6.0,4.0,12.0,3.0,4.0,2.0,4.0,5.0,7.0,3.0,0.0,1.0,0.0,5.0,5.0,2.0,0.0,0.0,7.0,1.0,3.0,9.0,1.0,3.0
과정,45.0,37.0,31.0,50.0,54.0,41.0,38.0,21.0,22.0,33.0,9.0,7.0,14.0,22.0,13.0,6.0,35.0,13.0,42.0,2.0,18.0,12.0,13.0,13.0,22.0,11.0,11.0,7.0,6.0,14.0,2.0,3.0,26.0,17.0,6.0,6.0,10.0,3.0,10.0,28.0,9.0,17.0,2.0,2.0,5.0,7.0,15.0,2.0,9.0,4.0,6.0,4.0,4.0,9.0,2.0,1.0,13.0,1.0,0.0,5.0,3.0,16.0,6.0,8.0,7.0,32.0,16.0,2.0,2.0,12.0,3.0,2.0,2.0,5.0,8.0,1.0,8.0,4.0,2.0,7.0,10.0,2.0,14.0,1.0,5.0,5.0,9.0,1.0,3.0,12.0,2.0,4.0,0.0,5.0,6.0,6.0,5.0,2.0,14.0,11.0,3.0,13.0,4.0,5.0,4.0,0.0,1.0,14.0,6.0,7.0,4.0,10.0,2.0,2.0,0.0,12.0,1.0,6.0,0.0,3.0,1.0,2.0,7.0,14.0,1.0,10.0,3.0,5.0,14.0,3.0,9.0,7.0,1.0,5.0,4.0,5.0,0.0,6.0,1.0,6.0,6.0,4.0,1.0,4.0,3.0,4.0,6.0,7.0,11.0,2.0,0.0,2.0,10.0,3.0,8.0,4.0,16.0,1.0,0.0,0.0,2.0,11.0,3.0,2.0,2.0
투명,46.0,75.0,59.0,23.0,36.0,151.0,14.0,34.0,12.0,12.0,20.0,5.0,15.0,18.0,14.0,35.0,13.0,5.0,48.0,4.0,1.0,63.0,26.0,119.0,27.0,9.0,21.0,4.0,10.0,20.0,7.0,1.0,14.0,15.0,6.0,24.0,7.0,3.0,5.0,17.0,9.0,38.0,7.0,10.0,1.0,19.0,13.0,6.0,14.0,4.0,6.0,2.0,2.0,4.0,4.0,0.0,24.0,8.0,0.0,4.0,6.0,36.0,4.0,5.0,8.0,4.0,3.0,17.0,11.0,4.0,17.0,6.0,5.0,1.0,4.0,16.0,4.0,1.0,1.0,14.0,6.0,4.0,43.0,3.0,10.0,2.0,1.0,2.0,7.0,2.0,2.0,7.0,0.0,9.0,23.0,10.0,18.0,1.0,11.0,6.0,8.0,2.0,19.0,14.0,6.0,1.0,2.0,4.0,1.0,39.0,1.0,16.0,6.0,5.0,12.0,0.0,4.0,4.0,0.0,2.0,0.0,1.0,5.0,2.0,6.0,194.0,5.0,2.0,4.0,1.0,23.0,3.0,1.0,2.0,10.0,4.0,2.0,2.0,0.0,2.0,7.0,1.0,2.0,2.0,2.0,14.0,1.0,25.0,1.0,3.0,3.0,8.0,19.0,6.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0
계속,19.0,22.0,22.0,8.0,11.0,6.0,9.0,10.0,8.0,4.0,8.0,19.0,6.0,9.0,8.0,9.0,6.0,1.0,6.0,0.0,10.0,3.0,15.0,7.0,6.0,8.0,8.0,6.0,5.0,10.0,1.0,0.0,8.0,8.0,1.0,0.0,5.0,2.0,15.0,5.0,2.0,5.0,2.0,1.0,4.0,5.0,2.0,2.0,6.0,9.0,6.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,0.0,1.0,0.0,7.0,8.0,0.0,5.0,5.0,5.0,4.0,1.0,3.0,2.0,4.0,2.0,1.0,0.0,6.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,0.0,4.0,6.0,3.0,4.0,3.0,4.0,1.0,1.0,0.0,4.0,6.0,3.0,3.0,1.0,2.0,8.0,1.0,5.0,0.0,4.0,5.0,0.0,4.0,4.0,5.0,0.0,1.0,2.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,2.0,1.0,6.0,5.0,0.0,3.0,2.0,0.0,5.0,3.0,2.0,2.0,6.0,3.0,0.0,7.0,0.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
공동,19.0,34.0,55.0,27.0,66.0,23.0,32.0,43.0,10.0,21.0,134.0,5.0,23.0,30.0,11.0,135.0,12.0,3.0,10.0,1.0,23.0,9.0,26.0,19.0,16.0,31.0,44.0,33.0,22.0,11.0,1.0,6.0,10.0,12.0,7.0,8.0,12.0,8.0,8.0,32.0,7.0,5.0,42.0,15.0,5.0,24.0,10.0,48.0,4.0,5.0,1.0,4.0,5.0,10.0,64.0,3.0,4.0,133.0,0.0,12.0,17.0,18.0,2.0,17.0,16.0,3.0,3.0,6.0,2.0,15.0,25.0,32.0,18.0,20.0,11.0,47.0,12.0,2.0,6.0,1.0,7.0,8.0,14.0,1.0,12.0,33.0,43.0,5.0,2.0,2.0,10.0,2.0,3.0,6.0,5.0,8.0,25.0,9.0,4.0,0.0,3.0,50.0,4.0,26.0,12.0,2.0,11.0,1.0,14.0,14.0,1.0,5.0,12.0,1.0,6.0,4.0,0.0,0.0,1.0,0.0,6.0,6.0,9.0,17.0,0.0,2.0,9.0,8.0,3.0,6.0,3.0,4.0,16.0,6.0,11.0,5.0,11.0,2.0,5.0,2.0,11.0,6.0,0.0,8.0,6.0,5.0,1.0,4.0,0.0,8.0,10.0,1.0,4.0,10.0,5.0,2.0,5.0,3.0,0.0,1.0,1.0,0.0,36.0,1.0,8.0
물론,4.0,1.0,5.0,2.0,2.0,7.0,6.0,0.0,0.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
역량,83.0,35.0,22.0,29.0,17.0,20.0,39.0,34.0,4.0,4.0,23.0,7.0,26.0,9.0,29.0,12.0,21.0,5.0,5.0,3.0,9.0,17.0,23.0,5.0,14.0,8.0,5.0,27.0,32.0,74.0,1.0,0.0,7.0,25.0,10.0,13.0,7.0,5.0,11.0,8.0,8.0,4.0,12.0,2.0,11.0,12.0,10.0,9.0,8.0,32.0,2.0,1.0,3.0,15.0,1.0,8.0,4.0,4.0,0.0,11.0,6.0,0.0,4.0,3.0,10.0,7.0,3.0,1.0,9.0,3.0,7.0,2.0,6.0,8.0,7.0,4.0,3.0,7.0,8.0,0.0,5.0,1.0,9.0,11.0,5.0,3.0,2.0,16.0,14.0,7.0,0.0,8.0,0.0,4.0,8.0,6.0,1.0,9.0,2.0,2.0,4.0,4.0,12.0,1.0,6.0,0.0,0.0,1.0,11.0,3.0,6.0,4.0,39.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,1.0,3.0,4.0,5.0,2.0,4.0,5.0,9.0,14.0,2.0,7.0,2.0,4.0,6.0,3.0,3.0,5.0,4.0,13.0,7.0,4.0,5.0,16.0,2.0,14.0,0.0,3.0,0.0,2.0,1.0,4.0,1.0,3.0,0.0,0.0,2.0,3.0,2.0,5.0,3.0,0.0
올해,34.0,30.0,19.0,18.0,12.0,11.0,22.0,27.0,6.0,25.0,15.0,1.0,10.0,7.0,13.0,3.0,10.0,8.0,14.0,0.0,1.0,12.0,11.0,6.0,7.0,6.0,12.0,8.0,8.0,13.0,1.0,10.0,0.0,4.0,3.0,7.0,11.0,1.0,11.0,4.0,5.0,2.0,1.0,4.0,3.0,15.0,2.0,2.0,13.0,17.0,2.0,5.0,3.0,10.0,21.0,8.0,7.0,1.0,0.0,4.0,7.0,3.0,7.0,5.0,1.0,1.0,11.0,7.0,5.0,8.0,6.0,13.0,6.0,14.0,5.0,1.0,18.0,2.0,4.0,0.0,6.0,2.0,3.0,0.0,8.0,5.0,9.0,7.0,3.0,3.0,6.0,8.0,6.0,3.0,3.0,8.0,5.0,4.0,12.0,1.0,8.0,6.0,2.0,4.0,4.0,5.0,0.0,2.0,18.0,1.0,2.0,2.0,4.0,13.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,0.0,2.0,6.0,3.0,5.0,6.0,7.0,2.0,6.0,22.0,0.0,5.0,1.0,1.0,9.0,0.0,8.0,9.0,5.0,7.0,3.0,1.0,0.0,0.0,10.0,1.0,0.0,13.0,3.0,2.0
내외,44.0,16.0,20.0,24.0,4.0,4.0,26.0,24.0,3.0,95.0,11.0,3.0,26.0,27.0,18.0,20.0,6.0,7.0,0.0,29.0,9.0,2.0,2.0,4.0,11.0,10.0,2.0,10.0,6.0,12.0,0.0,51.0,5.0,6.0,4.0,21.0,2.0,37.0,11.0,1.0,4.0,3.0,8.0,147.0,5.0,6.0,0.0,8.0,2.0,3.0,2.0,0.0,47.0,2.0,8.0,104.0,0.0,21.0,0.0,5.0,2.0,2.0,5.0,2.0,0.0,4.0,0.0,5.0,3.0,6.0,14.0,9.0,0.0,2.0,2.0,7.0,4.0,18.0,4.0,0.0,0.0,2.0,0.0,15.0,2.0,3.0,2.0,6.0,0.0,3.0,322.0,5.0,52.0,0.0,0.0,3.0,1.0,4.0,2.0,3.0,8.0,0.0,5.0,6.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,6.0,0.0,0.0,3.0,0.0,0.0,4.0,20.0,0.0,6.0,0.0,3.0,1.0,2.0,0.0,0.0,7.0,1.0,2.0,9.0,1.0,4.0,2.0,3.0,4.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,32.0
결과,51.0,28.0,35.0,52.0,25.0,18.0,9.0,16.0,26.0,23.0,16.0,9.0,20.0,6.0,20.0,7.0,35.0,5.0,18.0,4.0,11.0,10.0,32.0,21.0,12.0,8.0,10.0,12.0,7.0,7.0,2.0,0.0,14.0,9.0,18.0,15.0,11.0,10.0,14.0,9.0,9.0,10.0,10.0,3.0,3.0,7.0,6.0,6.0,11.0,1.0,6.0,6.0,2.0,3.0,12.0,4.0,9.0,4.0,0.0,2.0,3.0,13.0,8.0,4.0,2.0,37.0,10.0,9.0,4.0,2.0,1.0,10.0,15.0,9.0,10.0,3.0,7.0,0.0,4.0,8.0,5.0,20.0,7.0,4.0,6.0,12.0,5.0,5.0,3.0,17.0,1.0,2.0,0.0,14.0,12.0,5.0,3.0,1.0,9.0,9.0,6.0,9.0,1.0,4.0,1.0,0.0,2.0,9.0,4.0,6.0,6.0,1.0,4.0,7.0,7.0,5.0,0.0,9.0,0.0,9.0,5.0,0.0,0.0,7.0,2.0,3.0,0.0,9.0,4.0,6.0,8.0,17.0,1.0,4.0,1.0,4.0,2.0,4.0,1.0,1.0,5.0,2.0,2.0,13.0,1.0,2.0,7.0,10.0,6.0,0.0,5.0,5.0,3.0,6.0,2.0,3.0,6.0,1.0,0.0,1.0,2.0,5.0,20.0,0.0,2.0
북핵,16.0,31.0,19.0,29.0,384.0,14.0,13.0,21.0,6.0,19.0,54.0,9.0,2.0,7.0,3.0,192.0,15.0,6.0,2.0,1.0,3.0,1.0,32.0,2.0,11.0,14.0,44.0,4.0,1.0,0.0,4.0,0.0,0.0,6.0,3.0,1.0,1.0,3.0,2.0,244.0,18.0,6.0,6.0,4.0,0.0,8.0,7.0,30.0,3.0,0.0,1.0,4.0,4.0,5.0,11.0,5.0,1.0,15.0,0.0,3.0,1.0,41.0,8.0,5.0,17.0,0.0,0.0,1.0,0.0,26.0,18.0,29.0,14.0,0.0,8.0,50.0,1.0,0.0,0.0,0.0,7.0,3.0,11.0,0.0,16.0,73.0,40.0,0.0,3.0,1.0,5.0,0.0,0.0,2.0,1.0,6.0,31.0,0.0,0.0,3.0,2.0,22.0,2.0,17.0,15.0,1.0,1.0,19.0,3.0,25.0,11.0,11.0,11.0,1.0,14.0,2.0,4.0,17.0,0.0,4.0,2.0,4.0,7.0,0.0,0.0,1.0,3.0,13.0,3.0,1.0,3.0,2.0,22.0,13.0,9.0,0.0,5.0,5.0,13.0,6.0,14.0,3.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,8.0,4.0,0.0,1.0,3.0,2.0,7.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0
건강,60.0,20.0,11.0,8.0,6.0,50.0,56.0,9.0,19.0,27.0,11.0,3.0,9.0,67.0,10.0,4.0,7.0,7.0,1.0,12.0,0.0,2.0,11.0,3.0,7.0,7.0,22.0,9.0,0.0,0.0,0.0,40.0,5.0,7.0,50.0,19.0,6.0,3.0,13.0,1.0,6.0,2.0,8.0,8.0,14.0,5.0,1.0,1.0,3.0,0.0,15.0,0.0,6.0,6.0,20.0,59.0,5.0,41.0,0.0,7.0,0.0,1.0,7.0,16.0,2.0,23.0,0.0,3.0,11.0,1.0,2.0,1.0,11.0,2.0,1.0,2.0,3.0,5.0,3.0,0.0,4.0,2.0,1.0,5.0,8.0,0.0,0.0,0.0,5.0,3.0,53.0,3.0,1.0,0.0,4.0,7.0,0.0,2.0,1.0,1.0,11.0,0.0,1.0,0.0,5.0,105.0,1.0,1.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,6.0,2.0,0.0,3.0,1.0,0.0,20.0,2.0,0.0,0.0,5.0,6.0,2.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,8.0,4.0,1.0,4.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,2.0,5.0,1.0,1.0,0.0,5.0,2.0,1.0,0.0,3.0,2.0
공정,40.0,47.0,59.0,18.0,23.0,120.0,18.0,24.0,31.0,15.0,7.0,4.0,9.0,24.0,14.0,20.0,13.0,8.0,27.0,0.0,3.0,46.0,19.0,178.0,16.0,17.0,10.0,7.0,16.0,23.0,2.0,0.0,20.0,19.0,10.0,27.0,7.0,1.0,8.0,7.0,11.0,27.0,8.0,3.0,2.0,7.0,20.0,4.0,6.0,3.0,28.0,10.0,3.0,5.0,2.0,1.0,11.0,4.0,0.0,7.0,5.0,29.0,5.0,0.0,4.0,8.0,2.0,62.0,11.0,3.0,4.0,1.0,3.0,1.0,5.0,8.0,2.0,2.0,2.0,8.0,4.0,4.0,40.0,6.0,9.0,1.0,0.0,5.0,14.0,2.0,1.0,7.0,0.0,17.0,80.0,8.0,9.0,1.0,20.0,19.0,8.0,3.0,13.0,7.0,9.0,1.0,1.0,4.0,0.0,45.0,2.0,12.0,13.0,3.0,10.0,194.0,2.0,2.0,0.0,3.0,1.0,0.0,3.0,1.0,5.0,0.0,5.0,4.0,1.0,0.0,21.0,3.0,1.0,1.0,16.0,3.0,3.0,12.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,10.0,0.0,25.0,6.0,1.0,4.0,10.0,18.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,6.0,1.0,1.0,1.0
희망,60.0,22.0,29.0,17.0,34.0,39.0,17.0,33.0,27.0,7.0,38.0,1.0,6.0,25.0,6.0,51.0,11.0,9.0,7.0,1.0,6.0,12.0,10.0,9.0,14.0,15.0,11.0,8.0,9.0,6.0,1.0,2.0,6.0,11.0,9.0,8.0,6.0,6.0,5.0,20.0,4.0,5.0,32.0,14.0,4.0,8.0,9.0,11.0,2.0,6.0,5.0,5.0,10.0,4.0,14.0,3.0,4.0,19.0,0.0,4.0,8.0,11.0,3.0,12.0,9.0,9.0,1.0,5.0,7.0,9.0,9.0,4.0,15.0,3.0,9.0,17.0,6.0,15.0,3.0,2.0,13.0,4.0,3.0,3.0,11.0,5.0,1.0,3.0,14.0,4.0,6.0,2.0,0.0,4.0,2.0,7.0,24.0,3.0,0.0,2.0,1.0,4.0,4.0,15.0,8.0,2.0,6.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,3.0,5.0,1.0,9.0,0.0,4.0,2.0,6.0,0.0,3.0,6.0,5.0,0.0,1.0,4.0,4.0,0.0,5.0,2.0,3.0,6.0,1.0,3.0,2.0,1.0,7.0,0.0,0.0,0.0,1.0,4.0,7.0,1.0,0.0,4.0,7.0,3.0,1.0,0.0,2.0,0.0,5.0,4.0,9.0,0.0,6.0,1.0,1.0,1.0,1.0,9.0
상황,31.0,45.0,45.0,38.0,58.0,14.0,14.0,35.0,13.0,70.0,23.0,24.0,19.0,16.0,19.0,13.0,28.0,14.0,75.0,0.0,12.0,8.0,8.0,11.0,24.0,13.0,17.0,21.0,4.0,3.0,6.0,0.0,8.0,5.0,4.0,11.0,2.0,1.0,6.0,20.0,11.0,10.0,13.0,0.0,1.0,9.0,7.0,4.0,4.0,4.0,8.0,10.0,6.0,5.0,3.0,0.0,8.0,2.0,0.0,8.0,0.0,10.0,5.0,1.0,5.0,5.0,23.0,2.0,4.0,12.0,7.0,12.0,9.0,2.0,18.0,12.0,2.0,1.0,3.0,6.0,4.0,5.0,7.0,4.0,10.0,10.0,15.0,0.0,1.0,19.0,0.0,0.0,3.0,22.0,11.0,3.0,13.0,2.0,10.0,7.0,4.0,5.0,2.0,4.0,1.0,0.0,4.0,23.0,2.0,10.0,2.0,2.0,3.0,3.0,5.0,2.0,6.0,8.0,3.0,5.0,1.0,0.0,9.0,13.0,2.0,4.0,1.0,0.0,16.0,5.0,14.0,4.0,26.0,14.0,11.0,1.0,1.0,20.0,6.0,1.0,11.0,2.0,3.0,5.0,3.0,3.0,2.0,14.0,0.0,2.0,2.0,2.0,29.0,3.0,8.0,4.0,3.0,0.0,0.0,2.0,3.0,4.0,2.0,0.0,1.0
극복,62.0,28.0,43.0,21.0,31.0,37.0,21.0,22.0,19.0,8.0,11.0,13.0,13.0,11.0,14.0,10.0,9.0,7.0,34.0,2.0,26.0,8.0,24.0,9.0,13.0,15.0,3.0,20.0,5.0,3.0,3.0,0.0,8.0,7.0,2.0,15.0,10.0,7.0,19.0,2.0,5.0,14.0,16.0,3.0,2.0,4.0,10.0,7.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,7.0,8.0,0.0,12.0,1.0,12.0,2.0,4.0,0.0,1.0,2.0,5.0,6.0,3.0,2.0,0.0,3.0,0.0,6.0,2.0,4.0,1.0,2.0,2.0,21.0,4.0,5.0,3.0,2.0,0.0,3.0,1.0,2.0,3.0,3.0,5.0,1.0,5.0,7.0,9.0,1.0,1.0,8.0,4.0,5.0,1.0,4.0,4.0,6.0,0.0,3.0,61.0,0.0,1.0,5.0,9.0,3.0,1.0,14.0,4.0,5.0,3.0,0.0,2.0,2.0,3.0,4.0,3.0,0.0,1.0,4.0,16.0,0.0,3.0,11.0,2.0,1.0,9.0,10.0,2.0,1.0,6.0,2.0,1.0,5.0,2.0,1.0,5.0,0.0,3.0,2.0,12.0,1.0,0.0,4.0,4.0,1.0,1.0,1.0,3.0,25.0,0.0,0.0,2.0,1.0,8.0,0.0,0.0,0.0
마음,63.0,19.0,18.0,33.0,18.0,6.0,6.0,21.0,16.0,35.0,13.0,7.0,13.0,15.0,6.0,8.0,5.0,17.0,12.0,31.0,12.0,5.0,5.0,6.0,5.0,11.0,4.0,10.0,1.0,3.0,0.0,8.0,5.0,5.0,13.0,4.0,2.0,3.0,4.0,4.0,1.0,1.0,24.0,13.0,0.0,1.0,3.0,8.0,4.0,2.0,3.0,6.0,13.0,4.0,16.0,4.0,1.0,6.0,0.0,8.0,0.0,9.0,6.0,4.0,2.0,6.0,5.0,0.0,1.0,0.0,1.0,5.0,4.0,0.0,3.0,0.0,3.0,2.0,0.0,3.0,9.0,6.0,2.0,4.0,0.0,2.0,0.0,1.0,10.0,3.0,1.0,3.0,2.0,4.0,0.0,1.0,0.0,3.0,6.0,5.0,2.0,5.0,0.0,5.0,2.0,3.0,5.0,1.0,1.0,3.0,2.0,1.0,3.0,0.0,3.0,1.0,0.0,6.0,0.0,4.0,2.0,1.0,6.0,1.0,4.0,0.0,4.0,5.0,3.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,6.0,1.0,0.0,2.0,4.0,0.0,3.0,3.0,1.0,0.0,4.0,4.0,0.0,1.0,2.0,5.0,7.0,2.0,10.0,4.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,4.0
구조,23.0,40.0,67.0,36.0,63.0,28.0,16.0,27.0,24.0,57.0,18.0,11.0,11.0,3.0,18.0,25.0,14.0,14.0,79.0,2.0,7.0,35.0,8.0,35.0,22.0,16.0,9.0,22.0,12.0,12.0,4.0,0.0,6.0,4.0,6.0,14.0,11.0,3.0,10.0,19.0,6.0,45.0,3.0,0.0,40.0,28.0,10.0,10.0,11.0,5.0,12.0,6.0,7.0,13.0,8.0,0.0,15.0,4.0,0.0,6.0,10.0,5.0,2.0,6.0,11.0,9.0,19.0,4.0,16.0,5.0,2.0,9.0,0.0,3.0,9.0,13.0,6.0,1.0,10.0,20.0,4.0,10.0,0.0,4.0,5.0,2.0,2.0,4.0,7.0,11.0,2.0,9.0,0.0,18.0,19.0,12.0,1.0,5.0,14.0,6.0,2.0,5.0,6.0,2.0,5.0,0.0,7.0,11.0,5.0,4.0,6.0,18.0,10.0,6.0,9.0,23.0,3.0,3.0,0.0,5.0,2.0,2.0,8.0,3.0,0.0,21.0,0.0,14.0,11.0,3.0,0.0,1.0,3.0,0.0,4.0,4.0,0.0,2.0,4.0,1.0,16.0,2.0,0.0,0.0,7.0,6.0,13.0,9.0,6.0,1.0,1.0,2.0,25.0,0.0,2.0,2.0,13.0,0.0,0.0,6.0,0.0,3.0,2.0,10.0,0.0
평가,41.0,38.0,36.0,40.0,35.0,13.0,11.0,30.0,18.0,22.0,5.0,8.0,33.0,22.0,24.0,25.0,26.0,15.0,13.0,6.0,18.0,13.0,22.0,6.0,13.0,9.0,9.0,6.0,17.0,16.0,4.0,1.0,7.0,11.0,3.0,5.0,11.0,2.0,2.0,10.0,5.0,6.0,7.0,3.0,3.0,8.0,8.0,6.0,17.0,2.0,8.0,16.0,5.0,5.0,3.0,2.0,16.0,6.0,0.0,8.0,4.0,5.0,5.0,4.0,7.0,4.0,2.0,8.0,14.0,15.0,23.0,6.0,9.0,7.0,2.0,12.0,4.0,6.0,8.0,3.0,5.0,13.0,8.0,1.0,8.0,2.0,0.0,16.0,2.0,4.0,0.0,6.0,0.0,7.0,6.0,3.0,14.0,0.0,10.0,8.0,11.0,5.0,4.0,14.0,3.0,0.0,1.0,0.0,15.0,3.0,5.0,7.0,2.0,7.0,7.0,3.0,2.0,4.0,1.0,9.0,4.0,0.0,17.0,2.0,1.0,3.0,5.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,8.0,5.0,14.0,2.0,3.0,4.0,3.0,6.0,18.0,4.0,2.0,2.0,0.0,0.0,1.0,13.0,6.0,8.0,3.0,4.0,0.0,2.0,2.0,0.0,2.0,3.0,2.0,5.0,5.0,2.0
안보,37.0,26.0,53.0,21.0,58.0,14.0,26.0,20.0,6.0,5.0,66.0,11.0,15.0,19.0,33.0,83.0,19.0,12.0,13.0,2.0,6.0,1.0,8.0,2.0,18.0,11.0,36.0,8.0,2.0,8.0,3.0,0.0,6.0,6.0,1.0,5.0,11.0,0.0,3.0,18.0,17.0,0.0,24.0,2.0,1.0,14.0,5.0,52.0,4.0,0.0,1.0,4.0,0.0,2.0,2.0,1.0,0.0,10.0,0.0,22.0,13.0,11.0,5.0,5.0,8.0,1.0,1.0,3.0,0.0,15.0,2.0,7.0,1.0,3.0,4.0,37.0,2.0,7.0,4.0,0.0,4.0,3.0,10.0,0.0,17.0,10.0,18.0,1.0,1.0,11.0,0.0,6.0,0.0,0.0,2.0,3.0,10.0,0.0,0.0,1.0,27.0,9.0,1.0,2.0,3.0,0.0,0.0,4.0,1.0,7.0,1.0,5.0,9.0,1.0,1.0,1.0,0.0,16.0,1.0,14.0,2.0,0.0,1.0,22.0,1.0,1.0,2.0,26.0,1.0,0.0,3.0,1.0,0.0,18.0,9.0,1.0,1.0,5.0,4.0,3.0,6.0,3.0,3.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0
